제주올레,1,11.2km,약 5시간,시흥초등학교 제주올레1코스 표지석,33.4792455,126.8955023,1,제주 서귀포시 일주동로 9217,070-4152-1753,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,말미오름 입구,33.4771758,126.887456,2,제주 서귀포시 일주동로 9218,070-4152-1754,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,알오름,33.3282598,126.7780683,3,제주 서귀포시 일주동로 9219,070-4152-1755,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,종달리사무소,33.4934702,126.8991608,4,제주 서귀포시 일주동로 9220,070-4152-1756,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,종달리옛소금밭,33.4914879,126.9028617,5,제주 서귀포시 일주동로 9221,070-4152-1757,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,목화식당휴게소,33.4818042,126.9017207,6,제주 서귀포시 일주동로 9222,070-4152-1758,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,수마포,37.5580889,126.9083451,7,제주 서귀포시 일주동로 9223,070-4152-1759,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,터진목,33.4601354,126.9309989,8,제주 서귀포시 일주동로 9224,070-4152-1760,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1,11.2km,약 5시간,광치기해변,33.4524144,126.9246908,9,제주 서귀포시 일주동로 9225,070-4152-1761,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
제주올레,1-1,15.1km,약 4~5시간,천진항 입구,33.49248697,126.9512755,1,제주 서귀포시 일주동로 9226,070-4152-1762,"매일 08:00 ~ 17:00 운영 (12:00 ~13:00 휴게) *명절 설, 추석 당일 휴무"
